num_training_volumes,avg_f1_score,avg_precision,avg_recall,avg_pixel_loss
1,0.7282373650898891,0.7233758216794626,0.735200956758844,2.717144330342611
2,0.7596644217760474,0.7422486480737501,0.7797053363919249,2.6580347220102944
3,0.7662035914793227,0.7378630208543551,0.7988352581662846,2.5550782680511475
4,0.779230433653488,0.7900502200154879,0.7699830176106331,2.503485600153605
5,0.7700094290544616,0.7896676316452097,0.7532180930097773,2.5604190031687417
7,0.7722347308130121,0.7490607841779605,0.7975579605254307,2.531426747639974
8,0.7962474203564529,0.7927548731214838,0.8006223252029813,2.5554133653640747
9,0.7718960538979789,0.7751288659793815,0.7686900958466454,2.5420339107513428
